vehicle_id,x,y,heading,timestamp
audi1,84.86357350119579,6.005134450181175,0.18746190382274913,1.0
audi1,86.50966096849301,6.317379371945998,0.1895273802487442,1.1
audi1,88.1855678841719,6.638868229498964,0.19151734989498645,1.2
audi1,89.89126918665517,6.969593085628302,0.1934358205163426,1.3
audi1,91.62675162337189,7.309548250812227,0.19528647363363905,1.4
audi1,93.39201222428363,7.658729987576718,0.19707270437323893,1.5
audi1,95.18705677471428,8.017136214995308,0.1987976561455973,1.6
audi1,97.01189828743267,8.3847662133402,0.2004642508904131,1.7000000000000002
audi1,98.8665554739392,8.761620328893626,0.2020752155015617,1.8
audi1,100.75105121490957,9.14769967892803,0.20363310495121703,1.9
audi1,102.66541102974958,9.543005856863648,0.20514032255435288,2.0
audi1,104.60966154521734,9.947540637611361,0.2065991377510769,2.1
audi1,106.58382896306988,10.361305683108894,0.20801170172991776,2.2
audi1,108.58793752669412,10.784302248057614,0.20938006117108218,2.3
audi1,110.62200798668248,11.21653088586736,0.21070617035047856,2.4000000000000004
audi1,112.68605606531635,11.657991154816155,0.21199190181383237,2.5
audi1,114.78009091992185,12.10868132443126,0.2132390558033473,2.6
audi1,116.90411360506472,12.568598082097923,0.21444936859641786,2.7
audi1,119.05811553355325,13.037736239901582,0.215624519896477,2.8
audi1,121.24207693622012,13.516088441708913,0.21676613939942435,2.9000000000000004
audi1,123.45596532045715,14.003644870492924,0.21787581264451777,3.0
audi1,125.69973392747832,14.500392955906253,0.2189550862465568,3.1
audi1,127.97332018829132,15.00631708210717,0.2200054725953421,3.2
audi1,130.27664417835774,15.521398295841438,0.22102845409908742,3.3000000000000003
audi1,132.60960707092823,16.045614014783286,0.22202548704056377,3.4000000000000004
audi1,134.97208958903977,16.57893773613749,0.22299800510789902,3.5
audi1,137.36395045616794,17.121338745504847,0.22394742265571005,3.6
audi1,139.78502484552772,17.67278182601155,0.22487513774716592,3.7
audi1,142.23512282802412,18.23322696770322,0.2257825350233458,3.8000000000000003
audi1,144.71402781885394,18.80262907720303,0.22667098844203884,3.9000000000000004
audi1,147.22149502276721,19.38093768763289,0.2275418639252348,4.0
audi1,149.75724987799975,19.968096668795553,0.22839652195193025,4.1
audi1,152.32098649889318,20.56404393761507,0.22923632013042436,4.2
audi1,154.9123661172238,21.168711168831635,0.23006261578310483,4.300000000000001
audi1,157.5310155222659,21.78202350594636,0.2308767685751418,4.4
audi1,160.17652549962082,22.403899272410417,0.23168014321798444,4.5
audi1,162.84844926884793,23.034249683051826,0.23247411227843184,4.6
audi1,165.5463009199394,23.67297855573264,0.23326005912407644,4.7
audi1,168.26955384868424,24.31998202322765,0.23403938103666277,4.800000000000001
audi1,171.01763919097584,24.97514824531519,0.2348134925263403,4.9
audi1,173.78994425611964,25.638357121069323,0.23558382888140098,5.0
audi1,176.58581095920425,26.309480001341665,0.23635184999039063,5.1000000000000005
audi1,179.40453425260563,26.98837940141996,0.23711904447680926,5.2
audi1,182.2453605566981,27.6749087138496,0.2378869341900394,5.3
audi1,185.10748618985244,28.36891192140299,0.2386570791009234,5.4
audi1,187.9900557978072,29.07022331018084,0.23943108265592344,5.5
audi1,190.89216078250246,29.778667182828038,0.24021059765023742,5.6000000000000005
audi1,193.81283773047292,30.49405757184612,0.24099733268802212,5.7
audi1,196.7510668409026,31.216197952982984,0.24179305930762007,5.800000000000001
audi1,199.7057703534438,31.944880958679686,0.0,5.9
audi2,74.30957270470243,8.063878331285602,0.1865163706390953,1.0
audi2,75.95287903061461,8.3739862794325,0.18674937378070974,1.1
audi2,77.62659328653301,8.690236387054014,0.18697217034330363,1.2
audi2,79.33069079819339,9.012620682200588,0.1871853115141599,1.3
audi2,81.06515849087862,9.341133396852435,0.18738930089164002,1.4
audi2,82.8299933896559,9.67577067637782,0.18758460011381897,1.5
audi2,84.62520111891682,10.016530289133108,0.18777163377039108,1.6
audi2,86.45079440117199,10.363411336214423,0.18795079369926088,1.7000000000000002
audi2,88.30679155505347,10.716413961370273,0.18812244275324744,1.8
audi2,90.19321499247955,11.075539061084465,0.18828691810866222,1.9
audi2,92.1100897149386,11.440787994837986,0.18844453417701915,2.0
audi2,94.0574418088491,11.81216229555863,0.1885955851716646,2.1
audi2,96.03529693995534,12.18966338026653,0.18874034737371656,2.2
audi2,98.04367884671979,12.573292260923669,0.18887908113548982,2.3
audi2,100.08260783267428,12.963049255495001,0.18901203265416136,2.4000000000000004
audi2,102.15209925769413,13.35893369922851,0.18913943554410664,2.5
audi2,104.25216202816134,13.760943656161325,0.18926151223246127,2.6
audi2,106.3827970859844,14.169075630858309,0.18937847519951093,2.7
audi2,108.54399589644471,14.583324280389595,0.18949052808252834,2.8
audi2,110.73573893484145,15.00368212655274,0.1895978666595692,2.9000000000000004
audi2,112.95799417190923,15.430139268344904,0.18970067972774768,3.0
audi2,115.21071555798504,15.862683094690006,0.18979914988869323,3.1
audi2,117.49384150590384,16.30129799742523,0.18989345425251858,3.2
audi2,119.80729337260483,16.745965084550704,0.1899837650704121,3.3000000000000003
audi2,122.150973939433,17.196661893745734,0.1900702503046147,3.4000000000000004
audi2,124.52476589112489,17.653362106154123,0.19015307414411364,3.5
audi2,126.92853029346806,18.116035260440807,0.19023239747271048,3.6
audi2,129.36210506963135,18.584646467120873,0.19030837829645744,3.7
audi2,131.82530347516246,19.059156123161905,0.19038117213582773,3.8000000000000003
audi2,134.3179125716563,19.53951962685932,0.1904509323881291,3.9000000000000004
audi2,136.83969169909943,20.02568709298368,0.19051781066490747,4.0
audi2,139.39037094690195,20.517603068198515,0.19058195710867487,4.1
audi2,141.96964962363126,21.015206246745702,0.1906435206931248,4.2
audi2,144.57719472546697,21.518429186395107,0.19070264951049407,4.300000000000001
audi2,147.21263940340103,22.027198024653803,0.19075949104965442,4.4
audi2,149.87558142921245,22.54143219522961,0.1908141924682695,4.5
audi2,152.56558166024996,23.061044144742375,0.1908669008622632,4.6
audi2,155.2821625030614,23.58593904967562,0.19091776353557774,4.7
audi2,158.02480637591455,24.11601453355998,0.19096692827340667,4.800000000000001
audi2,160.79295417025907,24.65116038437892,0.19101454362195786,4.9
audi2,163.58600371118277,25.191258272186015,0.19106075917774118,5.0
audi2,166.40330821692416,25.73618146692212,0.1911057258896532,5.1000000000000005
audi2,169.244174757506,26.285794556419493,0.191149596377173,5.2
audi2,172.1078627125606,26.83995316457889,0.1911925252682385,5.3
audi2,174.99358222842437,27.398503669704752,0.19123466956054053,5.4
audi2,177.90049267458178,27.961282922982004,0.19127618901045446,5.5
audi2,180.82770109954723,28.528117967077506,0.19131724655404436,5.6000000000000005
audi2,183.7742606862765,29.098825754847528,0.19135800876540981,5.7
audi2,186.7391692072048,29.67321286813219,0.1913986463577202,5.800000000000001
audi2,189.7213674790141,30.251075236616035,0.0,5.9
audi3,55.75669992618894,4.565174000345339,0.1864345014144515,1.0
audi3,57.176200592265594,4.832927285271724,0.18671320109192782,1.1
audi3,58.62608979333619,5.106831089717541,0.18697854521533597,1.2
audi3,60.10637486079706,5.386883910234501,0.1872313073153636,1.3
audi3,61.61706324353806,5.673084217275872,0.18747220067582787,1.4
audi3,63.158162505538535,5.965430455786167,0.187701884163332,1.5
audi3,64.72968032341495,6.2639210458001395,0.1879209673941239,1.6
audi3,66.33162448392017,6.568554383051009,0.18813001532448284,1.7000000000000002
audi3,67.96400288139408,6.879328839587934,0.18832955233822585,1.8
audi3,69.62682351516631,7.196242764402766,0.1885200658945037,1.9
audi3,71.32009448691042,7.519294484066053,0.1887020097901273,2.0
audi3,73.04382399794933,7.848482303372305,0.188875807082939,2.1
audi3,74.79802034651301,8.18380450599449,0.18904185271686408,2.2
audi3,76.58269192494754,8.52525935514785,0.18920051588338627,2.3
audi3,78.39784721687559,8.872845094262956,0.18935214214979967,2.4000000000000004
audi3,80.24349479430889,9.226559947667965,0.18949705538082356,2.5
audi3,82.11964331471228,9.586402121280267,0.18963555947644353,2.6
audi3,84.02630151801925,9.952369803307304,0.18976793994622962,2.7
audi3,85.96347822359944,10.324461164956693,0.1898944653378436,2.8
audi3,87.93118232717723,10.702674361155587,0.19001538853512887,2.9000000000000004
audi3,89.92942279770283,11.087007531279367,0.19013094793960977,3.0
audi3,91.95820867417432,11.47745879988955,0.19024136854731505,3.1
audi3,94.01754906241155,11.874026277480995,0.19034686293161296,3.2
audi3,96.10745313178218,12.2767080612384,0.19044763214157315,3.3000000000000003
audi3,98.22793011187835,12.685502235801993,0.19054386652405647,3.4000000000000004
audi3,100.3789892891463,13.100406874042653,0.19063574647708306,3.5
audi3,102.5606400034667,13.521420037846113,0.19072344314111803,3.6
audi3,104.77289164468714,13.94853977890665,0.1908071190340008,3.7
audi3,107.01575364910592,14.381764139529851,0.1908869286349692,3.8000000000000003
audi3,109.28923549590822,14.82109115344482,0.19096301892243497,3.9000000000000004
audi3,111.59334670355311,15.266518846625598,0.19103552986961317,4.0
audi3,113.92809682611288,15.718045238121828,0.1911045949020122,4.1
audi3,116.29349544956371,16.175668340898817,0.19117034131992366,4.2
audi3,118.68955218802839,16.639386162686755,0.19123289068923738,4.300000000000001
audi3,121.11627667997026,17.109196706839292,0.19129235920311402,4.4
audi3,123.57367858433928,17.585097973201393,0.19134885801715365,4.5
audi3,126.06176757666955,18.067087958986487,0.19140249356018235,4.6
audi3,128.58055334512878,18.555164659662843,0.19145336782285874,4.7
audi3,131.13004558651912,19.049326069849315,0.19150157862574688,4.800000000000001
audi3,133.71025400222996,19.549570184220332,0.19154721986865483,4.9
audi3,136.32118829414242,20.0558949984202,0.19159038176267956,5.0
audi3,138.96285816048564,20.56829850998662,0.19163115104648704,5.1000000000000005
audi3,141.63527329164447,21.086778719283664,0.19166961118777792,5.2
audi3,144.33844336591895,21.611333630443816,0.19170584257140819,5.3
audi3,147.07237804523615,22.141961252319504,0.19173992267504733,5.4
audi3,149.83708697081252,22.6786595994438,0.19177192623323736,5.5
audi3,152.6325797587693,23.221426693000453,0.19180192539099503,5.6000000000000005
audi3,155.45886599569857,23.770260561803262,0.19182998984738012,5.7
audi3,158.31595523418176,24.325159243284634,0.19185618699013549,5.800000000000001
audi3,161.20385698825956,24.886120784493556,0.0,5.9
